UID,logtime,payID,product_id,product_price
28440279,2019-11-03T14:55:40.440Z,P6554,package211,1800
28464637,2019-11-03T14:51:10.893Z,P9248,package213,1800
28464637,2019-11-03T15:07:17.789Z,P1915,mail1,1800
28433811,2019-11-03T15:08:54.579Z,P5269,package5,1800
28161784,2019-11-03T15:19:35.021Z,P12000,package5,1800
28452684,2019-11-03T15:22:36.172Z,P4347,package213,1800
28449407,2019-11-03T15:33:25.471Z,P7957,mail1,1800
27951351,2019-11-03T15:43:14.978Z,P8662,package292,24600
28446095,2019-11-03T16:15:59.478Z,P11317,package213,1800
28470353,2019-11-03T16:18:10.785Z,P1890,package211,1800
27951351,2019-11-03T16:32:29.076Z,P9088,package145,36600
28455497,2019-11-03T16:49:25.331Z,P3518,package211,1800
28449407,2019-11-03T16:54:07.068Z,P8700,package303,4200
28449407,2019-11-03T17:04:13.885Z,P11010,mail6,6600
28468015,2019-11-03T17:27:43.785Z,P11142,package212,1800
28460495,2019-11-03T17:51:49.932Z,P4288,package17,1800
27944182,2019-11-03T18:16:49.144Z,P6789,package109,6600
28468015,2019-11-03T18:22:57.292Z,P7567,package211,1800
28464637,2019-11-03T18:28:40.823Z,P8536,package107,4200
28464637,2019-11-03T19:15:32.687Z,P5974,package301,4200
28209383,2019-11-03T19:39:09.207Z,P8366,package38,24600
28336990,2019-11-03T19:58:19.160Z,P2934,package302,4200
28409183,2019-11-03T20:41:22.260Z,P11326,package213,1800
28209383,2019-11-03T20:51:06.276Z,P12652,mail1,1800
28206470,2019-11-03T21:07:08.338Z,P1242,package242,6600
28206470,2019-11-03T21:13:34.759Z,P7376,package243,6600
28206470,2019-11-03T21:14:03.477Z,P7206,package278,12600
28206470,2019-11-03T21:20:11.411Z,P10008,mail6,6600
28468015,2019-11-03T21:24:57.062Z,P3677,mail1,1800
28206470,2019-11-03T21:31:15.188Z,P5361,package292,24600
28468015,2019-11-03T21:32:26.307Z,P3286,mail1,1800
28206470,2019-11-03T21:40:13Z,P5350,package23,12600
28239283,2019-11-03T21:40:53.846Z,P4615,package122,24600
28239283,2019-11-03T21:40:53.944Z,P4615,package122,24600
28197654,2019-11-03T21:52:04.726Z,P3855,package115,12600
28197654,2019-11-03T21:57:15.392Z,P6589,package302,4200
28334183,2019-11-03T22:08:24.150Z,P10764,package130,24600
27944182,2019-11-03T22:12:15.626Z,P10077,package242,6600
28468335,2019-11-03T22:15:13.076Z,P2831,package211,1800
27916686,2019-11-03T22:29:34.859Z,P7245,package242,6600
28197654,2019-11-03T22:29:34.890Z,P5398,package3,6600
27916686,2019-11-03T23:02:43.527Z,P10497,package278,12600
28449407,2019-11-03T23:04:29.262Z,P1393,mail1,1800
27916686,2019-11-03T23:12:52.424Z,P2592,package302,4200
28206470,2019-11-03T23:28:56.320Z,P10140,package38,24600
28206470,2019-11-03T23:30:00.457Z,P2993,package66,36600
28206470,2019-11-03T23:35:45.850Z,P12504,mail1,1800
28334183,2019-11-03T23:45:18.792Z,P8068,limited29,4200
28334183,2019-11-03T23:46:57.968Z,P8710,package238,24600
28334183,2019-11-03T23:47:27.251Z,P12035,package38,24600
28254733,2019-11-03T23:57:14.050Z,P2268,package215,1800
28071589,2019-11-04T00:31:33.974Z,P2032,package215,1800
28326511,2019-11-04T00:44:36.998Z,P11969,package1,6600
28476112,2019-11-04T00:48:17.347Z,P12077,package213,1800
28478379,2019-11-04T01:29:58.966Z,P3153,package18,1800
28197654,2019-11-04T01:33:00.791Z,P6272,package5,1800
28066371,2019-11-04T01:38:35.904Z,P12486,package120,12600
28393296,2019-11-04T01:40:36.308Z,P5041,package302,4200
28478337,2019-11-04T01:42:31.169Z,P3130,package17,1800
28472041,2019-11-04T01:47:00.898Z,P3890,package211,1800
28393296,2019-11-04T01:49:27.517Z,P12139,package213,1800
28071589,2019-11-04T01:49:25.131Z,P7801,package144,4200
28425824,2019-11-04T02:15:08.846Z,P6964,limited29,4200
28458868,2019-11-04T02:20:30.043Z,P9856,package17,1800
28458868,2019-11-04T02:28:38.592Z,P3456,package213,1800
28458868,2019-11-04T02:31:18.367Z,P1699,package107,4200
28071589,2019-11-04T02:40:39.573Z,P12534,package3,6600
28206470,2019-11-04T02:42:36.574Z,P10307,package145,36600
28287531,2019-11-04T02:45:00.960Z,P3689,limited21,4200
27943084,2019-11-04T02:55:55.650Z,P9758,package3,6600
28458868,2019-11-04T03:08:14.611Z,P7026,limited29,4200
28458868,2019-11-04T03:13:59.133Z,P8070,package215,1800
28338893,2019-11-04T04:12:19.963Z,P5745,package211,1800
28483153,2019-11-04T04:13:57.639Z,P1594,package302,4200
28458868,2019-11-04T04:37:47.980Z,P8792,package242,6600
28393296,2019-11-04T04:58:24.234Z,P11305,package215,1800
28393296,2019-11-04T05:01:36.043Z,P9415,package38,24600
28071589,2019-11-04T05:15:53.319Z,P12328,package37,24600
28295275,2019-11-04T05:20:24.925Z,P9676,package107,4200
28483701,2019-11-04T06:23:17.307Z,P1349,package18,1800
28483701,2019-11-04T06:23:39.877Z,P1941,package211,1800
28483701,2019-11-04T06:24:27.647Z,P184,package212,1800
28295275,2019-11-04T06:34:04.108Z,P12725,gold1000,6600
28392496,2019-11-04T06:50:24.809Z,P897,package213,1800
28486473,2019-11-04T07:40:27.606Z,P9562,package211,1800
28407947,2019-11-04T07:47:48.180Z,P7395,package122,24600
28407947,2019-11-04T07:47:48.243Z,P7395,package122,24600
28486473,2019-11-04T07:48:16.469Z,P1028,package213,1800
28209383,2019-11-04T08:09:24.410Z,P10597,mail1,1800
28052125,2019-11-04T08:25:36.176Z,P9008,mail1,1800
28449407,2019-11-04T08:44:17.811Z,P12481,package5,1800
28468015,2019-11-04T08:44:28.526Z,P9161,package213,1800
28042783,2019-11-04T08:57:52.051Z,P10443,package244,6600
28449407,2019-11-04T10:01:25.353Z,P176,package215,1800
28052696,2019-11-04T10:28:03.722Z,P4062,package213,1800
28052696,2019-11-04T10:31:09.707Z,P12428,package215,1800
28239283,2019-11-04T10:35:57.778Z,P12231,package215,1800
28052696,2019-11-04T10:40:25.573Z,P2740,package107,4200
28484899,2019-11-04T10:47:55.160Z,P4214,package211,1800
28489641,2019-11-04T11:07:29.332Z,P1064,package17,1800
28300192,2019-11-04T11:14:51.546Z,P12439,package215,1800
28278763,2019-11-04T11:17:04.485Z,P5773,package215,1800
28179624,2019-11-04T11:20:52.431Z,P2741,package215,1800
28298918,2019-11-04T11:57:03.915Z,P1261,package215,1800
28484899,2019-11-04T12:03:21.006Z,P6972,package18,1800
27951351,2019-11-04T12:14:15.298Z,P7836,package31,24600
28095148,2019-11-04T12:15:45.736Z,P4523,package144,4200
28489641,2019-11-04T12:30:15.134Z,P11575,package211,1800
28490461,2019-11-04T12:34:51.037Z,P9887,limited24,12600
28490461,2019-11-04T12:35:16.586Z,P3469,limited20,12600
28095441,2019-11-04T13:25:47.871Z,P7436,package144,4200
28095441,2019-11-04T13:44:27.471Z,P10169,package215,1800
28195710,2019-11-04T13:51:09.375Z,P4488,package215,1800
28185408,2019-11-04T14:06:40.394Z,P2705,limited20,12600
28298918,2019-11-04T14:26:46.395Z,P4497,limited34,60600
28298918,2019-11-04T14:29:43.547Z,P9888,limited32,60600
27943501,2019-11-04T14:48:55.254Z,P9435,package215,1800
28133552,2019-11-04T15:31:40.847Z,P11671,package144,4200
28133552,2019-11-04T15:43:31.163Z,P4654,limited29,4200
28133552,2019-11-04T15:46:09.847Z,P7489,package215,1800
28489641,2019-11-04T15:53:15.120Z,P6886,package18,1800
28489641,2019-11-04T15:53:31.852Z,P7377,package212,1800
28489641,2019-11-04T15:56:46.860Z,P12004,package215,1800
28330718,2019-11-04T16:02:49.617Z,P4366,package241,6600
28237409,2019-11-04T16:16:45.509Z,P7586,package144,4200
28458868,2019-11-04T16:54:36.401Z,P2875,package302,4200
28037041,2019-11-04T17:06:00.899Z,P2882,package215,1800
28371845,2019-11-04T17:18:15.849Z,P12204,package215,1800
28494515,2019-11-04T18:08:40.056Z,P4057,package17,1800
28449407,2019-11-04T18:17:07.826Z,P5631,package213,1800
28482721,2019-11-04T18:23:58.211Z,P10335,package17,1800
28482721,2019-11-04T18:39:23.427Z,P8002,package18,1800
28482721,2019-11-04T18:39:36.803Z,P2566,package211,1800
28482721,2019-11-04T18:39:53.645Z,P3603,package212,1800
28197654,2019-11-04T18:43:26.337Z,P10271,limited21,4200
28482721,2019-11-04T18:56:04.640Z,P9538,mail1,1800
28484329,2019-11-04T19:18:03.455Z,P760,package211,1800
27907460,2019-11-04T19:37:44.135Z,P9437,limited23,24600
28011665,2019-11-04T19:42:23.138Z,P10428,package213,1800
28298918,2019-11-04T20:45:50.493Z,P2530,package144,4200
28488998,2019-11-04T21:06:17.817Z,P747,package213,1800
27951351,2019-11-04T21:09:47.164Z,P7106,package144,4200
28237409,2019-11-04T21:17:37.804Z,P1536,mail1,1800
28488998,2019-11-04T21:25:56.311Z,P9400,package107,4200
28209383,2019-11-04T21:57:09.565Z,P10215,mail1,1800
28211225,2019-11-04T22:01:50.846Z,P6931,limited21,4200
28014888,2019-11-04T22:06:05.237Z,P3768,package215,1800
28476112,2019-11-04T22:06:49.407Z,P7059,package17,1800
28476112,2019-11-04T22:07:08.752Z,P9553,package18,1800
28014888,2019-11-04T22:07:21.467Z,P5282,package144,4200
28476112,2019-11-04T22:07:25.161Z,P5475,package211,1800
28476112,2019-11-04T22:08:08.536Z,P1448,package212,1800
27951351,2019-11-04T22:15:31.423Z,P2624,package31,24600
28209383,2019-11-04T22:18:31.784Z,P3058,package303,4200
28209383,2019-11-04T22:20:20.535Z,P10669,mail6,6600
28209383,2019-11-04T22:21:40.874Z,P11466,mail11,12600
28488998,2019-11-04T22:21:34.720Z,P4822,package17,1800
28488998,2019-11-04T22:21:50.621Z,P4244,package18,1800
28287531,2019-11-04T22:53:53.772Z,P3510,mail1,1800
28474105,2019-11-04T23:01:36.377Z,P2541,package242,6600
28489641,2019-11-04T23:42:37.968Z,P11213,package5,1800
27951351,2019-11-05T00:02:15.402Z,P11542,package122,24600
27951351,2019-11-05T00:02:15.464Z,P11542,package122,24600
28278763,2019-11-05T00:11:32.097Z,P5555,package68,36600
28496222,2019-11-05T00:20:22.447Z,P11785,package5,1800
28254733,2019-11-05T00:46:43.802Z,P8692,package215,1800
28254733,2019-11-05T00:55:01.045Z,P1853,package243,6600
28395321,2019-11-05T00:57:18.233Z,P5746,package215,1800
28458868,2019-11-05T00:56:57.469Z,P3173,package301,4200
28048102,2019-11-05T01:10:10.773Z,P9646,package301,4200
28472041,2019-11-05T01:16:33.117Z,P11879,package213,1800
28468335,2019-11-05T01:22:34.373Z,P11646,package213,1800
28011665,2019-11-05T01:24:29.486Z,P9942,package243,6600
28425824,2019-11-05T01:30:05.569Z,P3869,mail6,6600
28298918,2019-11-05T02:21:05.018Z,P9814,package50,60600
28440714,2019-11-05T02:23:15.887Z,P5231,mail1,1800
28393296,2019-11-05T02:26:23.865Z,P6331,mail1,1800
28401880,2019-11-05T02:32:40.497Z,P203,limited29,4200
27903797,2019-11-05T03:03:08.158Z,P1677,limited29,4200
28418404,2019-11-05T03:17:38.665Z,P11687,limited29,4200
28418404,2019-11-05T03:18:08.289Z,P11316,package301,4200
28454113,2019-11-05T03:21:22.853Z,P11311,package213,1800
28481057,2019-11-05T03:30:30.360Z,P2167,package213,1800
28101118,2019-11-05T03:31:39.096Z,P8784,package102,6600
28101118,2019-11-05T03:31:39.171Z,P8784,package102,6600
28066371,2019-11-05T03:42:22.105Z,P8761,package215,1800
28066371,2019-11-05T03:42:56.406Z,P34,package144,4200
28418404,2019-11-05T03:44:23.085Z,P892,package213,1800
28418404,2019-11-05T04:13:21.923Z,P880,limited21,4200
28504872,2019-11-05T04:20:02.399Z,P3725,package211,1800
28332785,2019-11-05T04:24:41.108Z,P6921,package215,1800
28174351,2019-11-05T04:37:30.216Z,P9103,package215,1800
27905824,2019-11-05T05:34:58.704Z,P8055,package64,60600
28298918,2019-11-05T06:08:47.377Z,P579,package66,36600
28298918,2019-11-05T06:11:57.385Z,P9153,package64,60600
28298918,2019-11-05T06:29:28.162Z,P4674,package64,60600
28298918,2019-11-05T06:34:43.431Z,P10866,package280,12600
28298918,2019-11-05T06:37:51.185Z,P2928,package122,24600
28298918,2019-11-05T06:37:51.223Z,P2928,package122,24600
28481057,2019-11-05T06:45:45.152Z,P4515,package17,1800
28481057,2019-11-05T06:46:28.834Z,P3292,package18,1800
28481057,2019-11-05T06:47:17.725Z,P10722,package211,1800
28481057,2019-11-05T06:47:49.068Z,P12216,package212,1800
28207836,2019-11-05T07:14:13.665Z,P5754,package215,1800
27951351,2019-11-05T07:19:48.015Z,P3308,package123,24600
27951351,2019-11-05T07:19:48.073Z,P3308,package123,24600
28071589,2019-11-05T07:49:33.587Z,P5534,package3,6600
28481057,2019-11-05T07:50:01.798Z,P9496,mail1,1800
28265396,2019-11-05T08:17:38.499Z,P2861,package213,1800
27905824,2019-11-05T09:18:54.803Z,P4485,package26,12600
28508246,2019-11-05T09:28:27.655Z,P2722,package213,1800
28209383,2019-11-05T09:36:23.561Z,P1010,limited23,24600
28508246,2019-11-05T09:37:33.653Z,P6465,package242,6600
28507762,2019-11-05T10:18:52.922Z,P6483,package18,1800
28507762,2019-11-05T10:19:05.222Z,P3175,package211,1800
28507762,2019-11-05T10:19:18.618Z,P11795,package17,1800
28466073,2019-11-05T11:08:57.065Z,P2484,package213,1800
28418399,2019-11-05T11:13:43.246Z,P241,package17,1800
28209383,2019-11-05T11:49:01.442Z,P6570,mail1,1800
27943084,2019-11-05T12:08:51.165Z,P3923,package215,1800
28237409,2019-11-05T12:29:12.816Z,P5004,package301,4200
28393296,2019-11-05T12:29:29.359Z,P3572,package215,1800
28496222,2019-11-05T14:27:03.860Z,P56,package213,1800
28418399,2019-11-05T14:45:52.036Z,P9587,package5,1800
28407773,2019-11-05T14:47:25.898Z,P7007,mail1,1800
28472041,2019-11-05T15:04:30.070Z,P2248,package17,1800
28472041,2019-11-05T15:05:01Z,P7962,package212,1800
28066371,2019-11-05T16:11:28.289Z,P8885,package280,12600
28477544,2019-11-05T16:27:09.979Z,P3618,package17,1800
28477544,2019-11-05T16:27:51.454Z,P9844,package18,1800
28477544,2019-11-05T16:28:32.150Z,P6335,package211,1800
28477544,2019-11-05T16:29:15.435Z,P7312,package212,1800
28298918,2019-11-05T16:30:14.071Z,P1632,package291,24600
28477544,2019-11-05T16:47:51.528Z,P1356,mail11,12600
28133165,2019-11-05T17:25:40.952Z,P7496,package291,24600
28133165,2019-11-05T17:25:59.361Z,P2733,package280,12600
28133165,2019-11-05T17:26:17.139Z,P7235,package144,4200
28133165,2019-11-05T17:26:32.730Z,P1763,package215,1800
28515350,2019-11-05T18:04:06.298Z,P12603,package17,1800
28483701,2019-11-05T18:36:44.798Z,P2262,package3,6600
28488998,2019-11-05T18:58:05.499Z,P641,package211,1800
28488998,2019-11-05T19:00:00.199Z,P3229,mail1,1800
28515050,2019-11-05T19:03:56.082Z,P8389,package211,1800
28477544,2019-11-05T19:19:18.601Z,P4187,package215,1800
28496222,2019-11-05T19:46:37.011Z,P2641,limited29,4200
28514874,2019-11-05T20:17:33.368Z,P7319,package211,1800
28514874,2019-11-05T20:33:12.845Z,P3757,package212,1800
28514874,2019-11-05T20:33:55.665Z,P12076,package18,1800
28514874,2019-11-05T20:34:33.262Z,P7598,package17,1800
28261825,2019-11-05T20:35:05.541Z,P7466,mail1,1800
28496222,2019-11-05T20:36:55.477Z,P2257,package242,6600
28261825,2019-11-05T20:53:09.019Z,P10930,mail1,1800
28481057,2019-11-05T20:53:37.019Z,P1340,package301,4200
28254733,2019-11-05T21:09:16.274Z,P10312,mail6,6600
28452684,2019-11-05T21:34:13.748Z,P12494,package17,1800
27951351,2019-11-05T21:54:14.357Z,P8142,package280,12600
28496222,2019-11-05T22:19:00.391Z,P6741,package17,1800
28496222,2019-11-05T22:19:14.271Z,P2553,package18,1800
28496222,2019-11-05T22:19:27.439Z,P4609,package211,1800
28496222,2019-11-05T22:20:01.952Z,P8296,package212,1800
28496222,2019-11-05T22:46:10.510Z,P6582,package215,1800
28101118,2019-11-05T23:14:07.220Z,P3377,package215,1800
28474591,2019-11-05T23:18:27.519Z,P7750,package242,6600
28488998,2019-11-05T23:36:17.316Z,P10545,package144,4200
28488998,2019-11-05T23:36:35.362Z,P3577,package215,1800
28474105,2019-11-05T23:56:18.639Z,P1843,package17,1800
28066371,2019-11-05T23:57:29.064Z,P8778,package117,12600
28235153,2019-11-06T00:14:35.138Z,P4782,package107,4200
28519201,2019-11-06T00:42:20.798Z,P123,limited29,4200
28209383,2019-11-06T00:45:47.169Z,P10036,package242,6600
27986220,2019-11-06T00:48:18.884Z,P7544,limited21,4200
28287531,2019-11-06T00:54:58.289Z,P10152,package215,1800
28477544,2019-11-06T01:13:04.226Z,P3703,package242,6600
28407947,2019-11-06T01:34:35.428Z,P12751,package242,6600
28522436,2019-11-06T01:41:12.513Z,P7972,package211,1800
28522436,2019-11-06T01:41:38.203Z,P9188,package17,1800
28522436,2019-11-06T01:43:41.416Z,P6707,package18,1800
28228109,2019-11-06T01:46:06.229Z,P3781,package215,1800
28519201,2019-11-06T01:49:01.732Z,P9951,package213,1800
28235153,2019-11-06T02:12:55.771Z,P8216,package242,6600
28237230,2019-11-06T02:31:51.864Z,P8326,package215,1800
28484329,2019-11-06T02:45:19.688Z,P8381,mail1,1800
28206470,2019-11-06T02:54:50.888Z,P5787,package38,24600
28228109,2019-11-06T02:55:46.245Z,P1515,package213,1800
28523877,2019-11-06T03:14:08.403Z,P3838,package211,1800
28481057,2019-11-06T03:32:35.991Z,P11314,mail1,1800
28209383,2019-11-06T03:41:49.851Z,P5266,mail6,6600
28116602,2019-11-06T03:51:11.230Z,P10810,package215,1800
28209383,2019-11-06T03:57:45.252Z,P11497,package302,4200
28479773,2019-11-06T04:11:01.808Z,P5961,limited29,4200
28479773,2019-11-06T04:12:08.536Z,P11568,package242,6600
28479773,2019-11-06T04:13:03.914Z,P3368,package213,1800
28455428,2019-11-06T04:52:57.079Z,P2522,gold1000,6600
28209383,2019-11-06T04:39:29.674Z,P12251,mail6,6600
28298918,2019-11-06T05:24:32.044Z,P11496,package64,60600
28298918,2019-11-06T05:27:29.773Z,P116,package117,12600
28298918,2019-11-06T05:45:28.489Z,P10618,package244,6600
28298918,2019-11-06T05:45:57.459Z,P1311,package244,6600
28298918,2019-11-06T05:46:22.787Z,P9170,package244,6600
28298918,2019-11-06T05:49:10.815Z,P983,package64,60600
28298918,2019-11-06T05:50:59.330Z,P7085,package64,60600
28298918,2019-11-06T05:54:35.508Z,P3077,package48,60600
28298918,2019-11-06T06:01:02.175Z,P6632,package64,60600
28483153,2019-11-06T06:14:27.208Z,P1187,mail1,1800
28526770,2019-11-06T06:44:39.433Z,P4912,package17,1800
28211225,2019-11-06T06:53:16.774Z,P9747,mail1,1800
27951351,2019-11-06T07:37:35.170Z,P8281,package215,1800
28407947,2019-11-06T07:45:38.095Z,P5967,package215,1800
28407947,2019-11-06T07:49:09.929Z,P12131,package280,12600
28407947,2019-11-06T07:54:12.425Z,P4709,package144,4200
28407947,2019-11-06T08:00:33.609Z,P8460,package291,24600
28490461,2019-11-06T08:28:24.894Z,P1339,package5,1800
28407947,2019-11-06T08:33:54.680Z,P7953,package38,24600
28185408,2019-11-06T08:45:33.784Z,P10198,mail1,1800
28224306,2019-11-06T09:38:10.445Z,P1963,package5,1800
28362294,2019-11-06T10:08:04.037Z,P2815,package122,24600
28362294,2019-11-06T10:08:04.153Z,P2815,package122,24600
28298918,2019-11-06T10:56:55.526Z,P416,package64,60600
28423776,2019-11-06T10:58:15.128Z,P1708,package215,1800
28489641,2019-11-06T11:13:03.926Z,P4750,mail1,1800
28334183,2019-11-06T11:16:34.589Z,P6655,mail1,1800
27943501,2019-11-06T11:32:39.208Z,P689,package47,60600
28393296,2019-11-06T11:46:49.773Z,P8765,package107,4200
28298918,2019-11-06T11:51:42.913Z,P563,package64,60600
28490461,2019-11-06T12:18:43.225Z,P5020,package17,1800
28327833,2019-11-06T12:31:29.584Z,P202,package215,1800
28490461,2019-11-06T12:31:49.463Z,P12796,package242,6600
28488998,2019-11-06T12:50:00.634Z,P9907,limited29,4200
28164070,2019-11-06T12:51:36.039Z,P7298,package213,1800
27999726,2019-11-06T13:25:26.856Z,P5043,package213,1800
27999726,2019-11-06T13:26:07.321Z,P5138,limited29,4200
28515562,2019-11-06T14:32:55.060Z,P1410,package17,1800
28368288,2019-11-06T15:58:19.269Z,P11399,package107,4200
28211225,2019-11-06T17:28:36.479Z,P12567,mail1,1800
28532228,2019-11-06T18:05:09.125Z,P9766,package17,1800
28532228,2019-11-06T18:05:32.622Z,P8121,package18,1800
28071589,2019-11-06T18:19:10.069Z,P12308,package3,6600
28224306,2019-11-06T19:15:04.496Z,P8688,package242,6600
28095148,2019-11-06T19:32:41.054Z,P2409,package144,4200
28479773,2019-11-06T19:57:18.552Z,P487,package303,4200
28496222,2019-11-06T20:05:49.387Z,P11972,mail1,1800
28496222,2019-11-06T20:13:09.385Z,P11433,subscription_02,4200
28496222,2019-11-06T20:13:09.456Z,P11433,subscription_02,4200
28390869,2019-11-06T20:39:37.490Z,P11263,package213,1800
28484493,2019-11-06T20:52:09.566Z,P6110,0910090007,1800
28515050,2019-11-06T21:14:16.938Z,P285,package18,1800
28515050,2019-11-06T21:14:52.717Z,P770,package17,1800
28195710,2019-11-06T21:15:12.842Z,P6796,package144,4200
28492819,2019-11-06T21:16:48.206Z,P6045,package17,1800
28515050,2019-11-06T21:19:58.155Z,P10837,package212,1800
28029666,2019-11-06T21:35:09.110Z,P11508,package301,4200
28488998,2019-11-06T21:35:26.569Z,P10010,package3,6600
28519201,2019-11-06T21:43:19.464Z,P10623,package276,12600
28371845,2019-11-06T22:26:37.704Z,P7596,package213,1800
28496222,2019-11-06T22:27:34.807Z,P8354,mail1,1800
28046906,2019-11-06T22:30:49.166Z,P991,package215,1800
28046906,2019-11-06T22:32:12.419Z,P2957,package144,4200
27950103,2019-11-06T22:38:03.204Z,P10838,package215,1800
27950103,2019-11-06T22:38:19.407Z,P12145,package144,4200
27950103,2019-11-06T22:38:54.888Z,P7612,package244,6600
27950103,2019-11-06T22:39:12.017Z,P5423,package291,24600
27950103,2019-11-06T22:39:28.262Z,P8269,package280,12600
27950103,2019-11-06T22:39:48.353Z,P10843,package244,6600
27950103,2019-11-06T22:40:00.546Z,P3656,package244,6600
28496222,2019-11-06T22:50:07.418Z,P3775,mail1,1800
27908689,2019-11-06T23:20:44.289Z,P923,package242,6600
28519640,2019-11-06T23:37:45.615Z,P6784,package5,1800
28519640,2019-11-06T23:38:32.733Z,P1837,package213,1800
28519640,2019-11-06T23:39:10.770Z,P9476,limited29,4200
28519640,2019-11-06T23:39:28.324Z,P2098,package107,4200
28496222,2019-11-06T23:42:40.408Z,P2828,package3,6600
27951351,2019-11-06T23:48:59.240Z,P9642,package68,36600
28519640,2019-11-07T00:06:04.772Z,P8685,package17,1800
28519640,2019-11-07T00:06:26.710Z,P4126,package18,1800
28519640,2019-11-07T00:07:19.590Z,P8731,package211,1800
28298918,2019-11-07T00:08:00.416Z,P2021,package213,1800
28519640,2019-11-07T00:07:37.207Z,P7568,package212,1800
28298918,2019-11-07T00:10:22.187Z,P10875,package64,60600
28298918,2019-11-07T00:16:43.996Z,P8736,package284,120600
28298918,2019-11-07T00:20:02.156Z,P11109,package260,60600
28298918,2019-11-07T00:21:44.927Z,P4628,package107,4200
28218137,2019-11-07T00:25:36.600Z,P3734,package301,4200
28197848,2019-11-07T00:56:37.553Z,P7821,package17,1800
28532838,2019-11-07T01:57:34.872Z,P11400,package17,1800
28240228,2019-11-07T02:56:32.121Z,P2277,limited29,4200
28327833,2019-11-07T03:05:02.901Z,P5541,limited21,4200
28522549,2019-11-07T03:36:53.661Z,P11016,package17,1800
28481057,2019-11-07T03:21:48.584Z,P11781,mail1,1800
28522549,2019-11-07T04:19:50.051Z,P7331,package5,1800
28522549,2019-11-07T04:21:34.569Z,P1663,package213,1800
28240228,2019-11-07T04:26:08.282Z,P7600,limited21,4200
28011665,2019-11-07T04:35:47.682Z,P11487,package242,6600
28224306,2019-11-07T04:39:59.326Z,P1302,package238,24600
28401880,2019-11-07T06:18:59.477Z,P8045,package17,1800
28526770,2019-11-07T06:45:17.736Z,P10287,package18,1800
28090425,2019-11-07T06:51:21.258Z,P3483,package144,4200
28541542,2019-11-07T07:01:03.037Z,P635,package17,1800
28541542,2019-11-07T07:01:28.428Z,P10998,package211,1800
28541542,2019-11-07T07:01:51.227Z,P224,package18,1800
28541542,2019-11-07T07:02:17.107Z,P7870,package212,1800
27951351,2019-11-07T07:21:42.235Z,P5997,limited26,6600
28541542,2019-11-07T08:08:10.189Z,P11050,package215,1800
28522549,2019-11-07T09:01:52.525Z,P9727,limited21,4200
28522549,2019-11-07T09:18:46.345Z,P8305,mail1,1800
28321901,2019-11-07T09:29:46.236Z,P9218,limited23,24600
28321901,2019-11-07T09:30:08.584Z,P6274,package234,24600
28224306,2019-11-07T09:33:25.477Z,P7134,mail11,12600
28362294,2019-11-07T09:55:13.576Z,P9616,package301,4200
28206987,2019-11-07T14:57:30.823Z,P5852,package215,1800
28407773,2019-11-07T15:41:57.190Z,P6424,mail1,1800
28496222,2019-11-07T15:46:33.794Z,P3474,mail1,1800
28515050,2019-11-07T15:47:56.190Z,P1630,package215,1800
28535673,2019-11-07T17:10:54.576Z,P11701,package17,1800
28440279,2019-11-07T17:13:40.633Z,P1094,package17,1800
28440279,2019-11-07T17:14:05.246Z,P3174,package211,1800
28440279,2019-11-07T17:14:27.832Z,P12672,package212,1800
28481057,2019-11-07T18:35:11.429Z,P470,mail1,1800
28407947,2019-11-07T18:37:04.270Z,P7049,package213,1800
28550822,2019-11-07T18:37:26.276Z,P4689,package17,1800
28407947,2019-11-07T18:44:02.635Z,P11814,limited29,4200
28550822,2019-11-07T18:46:34.632Z,P7644,package211,1800
28407947,2019-11-07T18:51:08.311Z,P4569,package23,12600
28550822,2019-11-07T19:13:51.991Z,P2837,package212,1800
28550822,2019-11-07T19:14:08.002Z,P3800,package18,1800
28515050,2019-11-07T19:15:07.985Z,P1666,package144,4200
28515050,2019-11-07T19:20:02.176Z,P5404,mail1,1800
28457697,2019-11-07T19:22:29.909Z,P2482,package18,1800
28543228,2019-11-07T19:40:24.901Z,P5625,package213,1800
28407947,2019-11-07T19:41:29.768Z,P5040,package38,24600
28407947,2019-11-07T19:43:49.120Z,P4884,package38,24600
28540911,2019-11-07T19:45:22.289Z,P11383,package17,1800
28407947,2019-11-07T19:46:51.471Z,P9525,package276,12600
28540911,2019-11-07T20:08:39.132Z,P6113,package212,1800
28540911,2019-11-07T20:13:29.307Z,P10719,package5,1800
28143667,2019-11-07T21:20:34.127Z,P9668,package213,1800
27936800,2019-11-07T21:19:14.667Z,P11627,package215,1800
28534399,2019-11-07T22:05:30.858Z,P6400,package17,1800
27951351,2019-11-07T22:08:10.241Z,P10670,limited21,4200
28519201,2019-11-07T22:28:49.575Z,P1296,mail1,1800
28534399,2019-11-07T22:31:55.206Z,P9893,package18,1800
28533993,2019-11-07T22:36:50.213Z,P8925,package213,1800
28183950,2019-11-07T23:06:53.451Z,P711,package215,1800
28550822,2019-11-07T23:02:05.242Z,P1460,package213,1800
28235153,2019-11-07T23:05:28.809Z,P11812,mail1,1800
28519640,2019-11-07T23:16:55.602Z,P5728,package215,1800
28046906,2019-11-07T23:29:46.427Z,P3511,package110,6600
28046906,2019-11-07T23:31:07.474Z,P1087,package3,6600
28240228,2019-11-07T23:34:22.096Z,P11964,package102,6600
28240228,2019-11-07T23:34:22.119Z,P11964,package102,6600
